Mass [Msun]          H-1               He-4            C-12             N-14              O-16             Si-28            Ni-56            
   2.828761E+00     4.863862E-15     5.461461E-04     1.959630E-02     1.022268E-06     6.087215E-01     8.284169E-02     1.043449E-14  
   2.830274E+00     4.968772E-15     5.484551E-04     1.962342E-02     1.022665E-06     6.087244E-01     8.283055E-02     1.043521E-14  
   2.832231E+00     5.083460E-15     5.519011E-04     1.966761E-02     1.023267E-06     6.087279E-01     8.281241E-02     1.043627E-14  
   2.834093E+00     5.199149E-15     5.553429E-04     1.971166E-02     1.023859E-06     6.087316E-01     8.279435E-02     1.043732E-14  
   2.835859E+00     5.306831E-15     5.588940E-04     1.975805E-02     1.024464E-06     6.087354E-01     8.277534E-02     1.043837E-14  
   2.837529E+00     5.412019E-15     5.618564E-04     1.979570E-02     1.024958E-06     6.087389E-01     8.275994E-02     1.043922E-14  
   2.838876E+00     5.468878E-15     5.654735E-04     1.984695E-02     1.025571E-06     6.087423E-01     8.273899E-02     1.044024E-14  
   2.840409E+00     5.578483E-15     5.674225E-04     1.986887E-02     1.025878E-06     6.087453E-01     8.273003E-02     1.044078E-14  
   2.841941E+00     5.425558E-15     5.702489E-04     1.992518E-02     1.026396E-06     6.087449E-01     8.270706E-02     1.044150E-14  
   2.843439E+00     5.537742E-15     5.729464E-04     1.995793E-02     1.026816E-06     6.087489E-01     8.269371E-02     1.044221E-14  
   2.845413E+00     5.666325E-15     5.763931E-04     2.000116E-02     1.027351E-06     6.087539E-01     8.267611E-02     1.044309E-14  
   2.847166E+00     5.772223E-15     5.803323E-04     2.005343E-02     1.027959E-06     6.087592E-01     8.265484E-02     1.044407E-14  
   2.848697E+00     5.877431E-15     5.836119E-04     2.009570E-02     1.028454E-06     6.087640E-01     8.263766E-02     1.044485E-14  
   2.850150E+00     5.974803E-15     5.869042E-04     2.013870E-02     1.028943E-06     6.087688E-01     8.262021E-02     1.044562E-14  
   2.851525E+00     6.070545E-15     5.898454E-04     2.017653E-02     1.029374E-06     6.087734E-01     8.260486E-02     1.044628E-14  
   2.852822E+00     6.158181E-15     5.928127E-04     2.021528E-02     1.029802E-06     6.087780E-01     8.258916E-02     1.044693E-14  
   2.854042E+00     6.248702E-15     5.962160E-04     2.026016E-02     1.030286E-06     6.087834E-01     8.257099E-02     1.044764E-14  
   2.855882E+00     6.392887E-15     5.991346E-04     2.029464E-02     1.030688E-06     6.087889E-01     8.255705E-02     1.044826E-14  
   2.858354E+00     6.560518E-15     6.029017E-04     2.034071E-02     1.031203E-06     6.087957E-01     8.253843E-02     1.044902E-14  
   2.860099E+00     6.209265E-15     6.056225E-04     2.040728E-02     1.031608E-06     6.087954E-01     8.251156E-02     1.044927E-14  
   2.861107E+00     6.291925E-15     6.092278E-04     2.045521E-02     1.032082E-06     6.088017E-01     8.249224E-02     1.044991E-14  
   2.862774E+00     6.431011E-15     6.120478E-04     2.048816E-02     1.032444E-06     6.088075E-01     8.247897E-02     1.045042E-14  
   2.865236E+00     6.609822E-15     6.157269E-04     2.053182E-02     1.032911E-06     6.088151E-01     8.246140E-02     1.045106E-14  
   2.867139E+00     6.161504E-15     6.182726E-04     2.060266E-02     1.033242E-06     6.088144E-01     8.243293E-02     1.045101E-14  
   2.868346E+00     6.256523E-15     6.214999E-04     2.064393E-02     1.033635E-06     6.088209E-01     8.241636E-02     1.045149E-14  
   2.869550E+00     6.349834E-15     6.244289E-04     2.068098E-02     1.033985E-06     6.088270E-01     8.240150E-02     1.045191E-14  
   2.870750E+00     6.443923E-15     6.273873E-04     2.071839E-02     1.034334E-06     6.088332E-01     8.238651E-02     1.045231E-14  
   2.871999E+00     6.543420E-15     6.302257E-04     2.075373E-02     1.034663E-06     6.088394E-01     8.237235E-02     1.045269E-14  
   2.873298E+00     6.644691E-15     6.331465E-04     2.079021E-02     1.034997E-06     6.088458E-01     8.235775E-02     1.045306E-14  
   2.874558E+00     6.746610E-15     6.367595E-04     2.083665E-02     1.035400E-06     6.088537E-01     8.233919E-02     1.045347E-14  
   2.876284E+00     6.896060E-15     6.397489E-04     2.087131E-02     1.035731E-06     6.088608E-01     8.232534E-02     1.045384E-14  
   2.878442E+00     7.062661E-15     6.443843E-04     2.092907E-02     1.036232E-06     6.088715E-01     8.230229E-02     1.045432E-14  
   2.880694E+00     7.243894E-15     6.481840E-04     2.097409E-02     1.036637E-06     6.088808E-01     8.228434E-02     1.045473E-14  
   2.882573E+00     7.218099E-15     6.523379E-04     2.103704E-02     1.037053E-06     6.088893E-01     8.225926E-02     1.045490E-14  
   2.883915E+00     7.328561E-15     6.553669E-04     2.107463E-02     1.037361E-06     6.088967E-01     8.224430E-02     1.045515E-14  
   2.885258E+00     7.440790E-15     6.585617E-04     2.111449E-02     1.037680E-06     6.089046E-01     8.222845E-02     1.045539E-14  
   2.886485E+00     7.537310E-15     6.618334E-04     2.115630E-02     1.037999E-06     6.089126E-01     8.221183E-02     1.045560E-14  
   2.887596E+00     7.632086E-15     6.646269E-04     2.119129E-02     1.038268E-06     6.089196E-01     8.219794E-02     1.045578E-14  
   2.889177E+00     7.777468E-15     6.674174E-04     2.122367E-02     1.038539E-06     6.089269E-01     8.218509E-02     1.045598E-14  
   2.890824E+00     7.849212E-15     6.727789E-04     2.129691E-02     1.039018E-06     6.089402E-01     8.215606E-02     1.045611E-14  
   2.892068E+00     7.962675E-15     6.766580E-04     2.134614E-02     1.039361E-06     6.089504E-01     8.213657E-02     1.045624E-14  
   2.893411E+00     8.089465E-15     6.806499E-04     2.139618E-02     1.039704E-06     6.089611E-01     8.211678E-02     1.045633E-14  
   2.894854E+00     8.218581E-15     6.846594E-04     2.144639E-02     1.040037E-06     6.089721E-01     8.209695E-02     1.045639E-14  
   2.896390E+00     8.352837E-15     6.877431E-04     2.148343E-02     1.040293E-06     6.089808E-01     8.208234E-02     1.045645E-14  
   2.898017E+00     8.495395E-15     6.916975E-04     2.153227E-02     1.040609E-06     6.089919E-01     8.206308E-02     1.045646E-14  
   2.899700E+00     8.647309E-15     6.959098E-04     2.158419E-02     1.040937E-06     6.090040E-01     8.204263E-02     1.045645E-14  
   2.901439E+00     8.803391E-15     7.005039E-04     2.164121E-02     1.041281E-06     6.090173E-01     8.202019E-02     1.045638E-14  
   2.902848E+00     8.873514E-15     7.050257E-04     2.170162E-02     1.041591E-06     6.090303E-01     8.199645E-02     1.045614E-14  
   2.903927E+00     8.973508E-15     7.081450E-04     2.174044E-02     1.041808E-06     6.090396E-01     8.198121E-02     1.045603E-14  
   2.905007E+00     9.074055E-15     7.113036E-04     2.177972E-02     1.042022E-06     6.090492E-01     8.196580E-02     1.045590E-14  
   2.906344E+00     9.204835E-15     7.145221E-04     2.181846E-02     1.042240E-06     6.090590E-01     8.195062E-02     1.045577E-14  
   2.907939E+00     9.353756E-15     7.191441E-04     2.187577E-02     1.042536E-06     6.090733E-01     8.192818E-02     1.045551E-14  
   2.909307E+00     9.461516E-15     7.237650E-04     2.193496E-02     1.042811E-06     6.090877E-01     8.190502E-02     1.045514E-14  
   2.910448E+00     9.570644E-15     7.272263E-04     2.197784E-02     1.043016E-06     6.090986E-01     8.188826E-02     1.045488E-14  
   2.911643E+00     9.686990E-15     7.306956E-04     2.202047E-02     1.043217E-06     6.091098E-01     8.187162E-02     1.045460E-14  
   2.913441E+00     9.868072E-15     7.345258E-04     2.206537E-02     1.043444E-06     6.091223E-01     8.185410E-02     1.045434E-14  
   2.915241E+00     9.472498E-15     7.391237E-04     2.215199E-02     1.043530E-06     6.091359E-01     8.182034E-02     1.045291E-14  
   2.916496E+00     9.599410E-15     7.430008E-04     2.219945E-02     1.043728E-06     6.091488E-01     8.180186E-02     1.045250E-14  
   2.917486E+00     9.582295E-15     7.464094E-04     2.224790E-02     1.043856E-06     6.091600E-01     8.178302E-02     1.045187E-14  
   2.918214E+00     9.657738E-15     7.487465E-04     2.227647E-02     1.043967E-06     6.091679E-01     8.177191E-02     1.045160E-14  
   2.919274E+00     9.774248E-15     7.512321E-04     2.230529E-02     1.044092E-06     6.091764E-01     8.176072E-02     1.045134E-14  
   2.921547E+00     1.002537E-14     7.561285E-04     2.236122E-02     1.044336E-06     6.091934E-01     8.173901E-02     1.045084E-14  
   2.926743E+00     1.060090E-14     7.670471E-04     2.248562E-02     1.044846E-06     6.092318E-01     8.169079E-02     1.044959E-14  
   2.933623E+00     1.131955E-14     7.914003E-04     2.278398E-02     1.045637E-06     6.093203E-01     8.157558E-02     1.044520E-14  
   2.941664E+00     1.224153E-14     8.157510E-04     2.307206E-02     1.046217E-06     6.094136E-01     8.146494E-02     1.044003E-14  
   2.949353E+00     1.239237E-14     8.542189E-04     2.357836E-02     1.046142E-06     6.095700E-01     8.127164E-02     1.042728E-14  
   2.956462E+00     1.338954E-14     8.850213E-04     2.393866E-02     1.046086E-06     6.097009E-01     8.113493E-02     1.041754E-14  
   2.964346E+00     1.460964E-14     9.428831E-04     2.462934E-02     1.045159E-06     6.099576E-01     8.087423E-02     1.039565E-14  
   2.970035E+00     1.400019E-14     9.985753E-04     2.537737E-02     1.042541E-06     6.102205E-01     8.059350E-02     1.036592E-14  
   2.973100E+00     1.377585E-14     1.041789E-03     2.594389E-02     1.040244E-06     6.104297E-01     8.038178E-02     1.034150E-14  
   2.974646E+00     1.425519E-14     1.091037E-03     2.655440E-02     1.037746E-06     6.106697E-01     8.015430E-02     1.031470E-14  
   2.976139E+00     1.498513E-14     1.123157E-03     2.692690E-02     1.036403E-06     6.108248E-01     8.001564E-02     1.029902E-14  
   2.977668E+00     1.584830E-14     1.182852E-03     2.766501E-02     1.033234E-06     6.111177E-01     7.974096E-02     1.026571E-14  
   2.978765E+00     1.658053E-14     1.214220E-03     2.803175E-02     1.031837E-06     6.112700E-01     7.960453E-02     1.024990E-14  
   2.979595E+00     1.775146E-14     1.271550E-03     2.872668E-02     1.028913E-06     6.115510E-01     7.934609E-02     1.021863E-14  
   2.979993E+00     1.932749E-14     1.338919E-03     2.953490E-02     1.025507E-06     6.118813E-01     7.904569E-02     1.018215E-14  
   2.980281E+00     2.070427E-14     1.391803E-03     3.015946E-02     1.022936E-06     6.121401E-01     7.881363E-02     1.015421E-14  
   2.980514E+00     2.150343E-14     1.421799E-03     3.052021E-02     1.021390E-06     6.122874E-01     7.867959E-02     1.013772E-14  
   2.980784E+00     2.201454E-14     1.439856E-03     3.073175E-02     1.020532E-06     6.123757E-01     7.860100E-02     1.012830E-14  
   2.981061E+00     2.239861E-14     1.453835E-03     3.090418E-02     1.019753E-06     6.124448E-01     7.853693E-02     1.012017E-14  
   2.981280E+00     2.452953E-14     1.526179E-03     3.175861E-02     1.016182E-06     6.127993E-01     7.821959E-02     1.008153E-14  
   2.981522E+00     2.681509E-14     1.598974E-03     3.261862E-02     1.012546E-06     6.131564E-01     7.790026E-02     1.004234E-14  
   2.981716E+00     2.868842E-14     1.655367E-03     3.328997E-02     1.009636E-06     6.134337E-01     7.765104E-02     1.001125E-14  
   2.981824E+00     3.100490E-14     1.721769E-03     3.407602E-02     1.006233E-06     6.137600E-01     7.735933E-02     9.974828E-15  
   2.981896E+00     3.199524E-14     1.749189E-03     3.439867E-02     1.004852E-06     6.138945E-01     7.723959E-02     9.959963E-15  
   2.982003E+00     3.256320E-14     1.764653E-03     3.457964E-02     1.004083E-06     6.139704E-01     7.717245E-02     9.951654E-15  
   2.982167E+00     3.542977E-14     1.839565E-03     3.547093E-02     1.000174E-06     6.143390E-01     7.684173E-02     9.909825E-15  
   2.982394E+00     3.817788E-14     1.908459E-03     3.628028E-02     9.967059E-07     6.146772E-01     7.654144E-02     9.872337E-15  
   2.982592E+00     4.061033E-14     1.966265E-03     3.696645E-02     9.937133E-07     6.149616E-01     7.628685E-02     9.840052E-15  
   2.982695E+00     4.618580E-14     2.092230E-03     3.845314E-02     9.872702E-07     6.155806E-01     7.573534E-02     9.770258E-15  
   2.982773E+00     4.972936E-14     2.167352E-03     3.934151E-02     9.834026E-07     6.159500E-01     7.540583E-02     9.728226E-15  
   2.982853E+00     5.245671E-14     2.222847E-03     3.999841E-02     9.805202E-07     6.162230E-01     7.516222E-02     9.696890E-15  
   2.982935E+00     5.427554E-14     2.258670E-03     4.042420E-02     9.786368E-07     6.163994E-01     7.500433E-02     9.676384E-15  
   2.983069E+00     5.697384E-14     2.311601E-03     4.104358E-02     9.759595E-07     6.166591E-01     7.477468E-02     9.647151E-15  
   2.983215E+00     5.729420E-14     2.316913E-03     4.111219E-02     9.756238E-07     6.166858E-01     7.474923E-02     9.643448E-15  
   2.983313E+00     5.745600E-14     2.319339E-03     4.114556E-02     9.754497E-07     6.166982E-01     7.473685E-02     9.641511E-15  
   2.983405E+00     6.730739E-14     2.499175E-03     4.326269E-02     9.662184E-07     6.175818E-01     7.395194E-02     9.540118E-15  
   2.983481E+00     7.943054E-14     2.701523E-03     4.564165E-02     9.559240E-07     6.185757E-01     7.306999E-02     9.425818E-15  
   2.983537E+00     8.139002E-14     2.732084E-03     4.600344E-02     9.543273E-07     6.187260E-01     7.293592E-02     9.407987E-15  
   2.983616E+00     8.470275E-14     2.783849E-03     4.660764E-02     9.517036E-07     6.189798E-01     7.271205E-02     9.378837E-15  
   2.983723E+00     8.953493E-14     2.856063E-03     4.746158E-02     9.479559E-07     6.193349E-01     7.239561E-02     9.336687E-15  
   2.983833E+00     9.492242E-14     2.934122E-03     4.838415E-02     9.439276E-07     6.197187E-01     7.205373E-02     9.291088E-15  
   2.983917E+00     1.001196E-13     3.007617E-03     4.924878E-02     9.401806E-07     6.200796E-01     7.173334E-02     9.248574E-15  
   2.983976E+00     1.051111E-13     3.076119E-03     5.005547E-02     9.366924E-07     6.204161E-01     7.143442E-02     9.208743E-15  
   2.984059E+00     1.124713E-13     3.174330E-03     5.120899E-02     9.317381E-07     6.208983E-01     7.100699E-02     9.151946E-15  
   2.984177E+00     1.148121E-13     3.203419E-03     5.156077E-02     9.302023E-07     6.210421E-01     7.087663E-02     9.133634E-15  
   2.984272E+00     1.158741E-13     3.216533E-03     5.171844E-02     9.295192E-07     6.211068E-01     7.081820E-02     9.125484E-15  
   2.984335E+00     1.271656E-13     3.358232E-03     5.338202E-02     9.224074E-07     6.218023E-01     7.020186E-02     9.042918E-15  
   2.984385E+00     1.302942E-13     3.396063E-03     5.382685E-02     9.205080E-07     6.219880E-01     7.003708E-02     9.020647E-15  
   2.984421E+00     1.325236E-13     3.422530E-03     5.413962E-02     9.191720E-07     6.221180E-01     6.992121E-02     9.004822E-15  
   2.984446E+00     1.348994E-13     3.450797E-03     5.447088E-02     9.177602E-07     6.222566E-01     6.979851E-02     8.988273E-15  
   2.984461E+00     1.363276E-13     3.467774E-03     5.466906E-02     9.169175E-07     6.223398E-01     6.972510E-02     8.978446E-15  
   2.984472E+00     1.373601E-13     3.479945E-03     5.481141E-02     9.163125E-07     6.223995E-01     6.967238E-02     8.971357E-15  
   2.984479E+00     1.379885E-13     3.487342E-03     5.489794E-02     9.159446E-07     6.224358E-01     6.964033E-02     8.967048E-15  
   2.984489E+00     1.389343E-13     3.498455E-03     5.502774E-02     9.153935E-07     6.224902E-01     6.959225E-02     8.960602E-15  
   2.984509E+00     1.396310E-13     3.506640E-03     5.512303E-02     9.149898E-07     6.225303E-01     6.955695E-02     8.955895E-15  
